,ori,ncic_agency_name,state_abbr,city_name
18712,PA0401100,PITTSTON PD,PA,PITTSTON
18713,PA0401200,PLYMOUTH PD,PA,PLYMOUTH
18714,PA0401300,WILKES-BARRE PD,PA,WILKES BARRE
18715,PA0401400,WYOMING BOROUGH PD WYOMING,PA,WYOMING
18716,PA0401500,ASHLEY PD WILKES-BARRE,PA,WILKES BARRE
18717,PA0401600,AVOCA POLICE DEPARTMENT AVOCA,PA,AVOCA
18718,PA0401700,EXETER POLICE DEPARTMENT EXETER,PA,EXETER
18719,PA0401800,FORTY FORT PD,PA,WILKES BARRE
18720,PA0401900,LARKSVILLE POLICE DEPARTMENT LARKSVILLE,PA,LARKSVILLE
18721,PA0402000,NEWPORT TWP PD WANAMIE,PA,NANTICOKE
18722,PA0402100,PLAINS TWP PD WILKES-BARRE,PA,PLAINS
18723,PA0402200,SUGAR NOTCH PD,PA,SUGAR NOTCH
18724,PA0402300,SWOYERSVILLE POLICE DEPARTMENT SWOYERSVILLE,PA,SWOYERSVILLE
18725,PA0402400,WEST HAZLETON PD,PA,HAZELTON
18726,PA0402500,WEST PITTSTON PD,PA,PITTSTON
18727,PA0402600,WEST WYOMING PD,PA,WEST WYOMING
18728,PA0402700,WILKES-BARRE TWP PD WILKES-BARRE,PA,WILKES BARRE
18729,PA0402900,CONYNGHAM PD,PA,CONYNGHAM
18730,PA0403000,SPR: RICKETTS GLEN,PA,BENTON
18731,PA0403100,FAIRVIEW TWP PD MOUNTAIN TOP,PA,MOUNTAINTOP
18732,PA0403200,LAKE TWP PD SWEET VALLEY,PA,HARVEYS LAKE
18733,PA0403300,LEHMAN TOWNSHIP POLICE DEPARTMENT LEHMAN,PA,LEHMAN
18734,PA0403400,NESCOPECK PD,PA,NESCOPECK
18735,PA0403500,PLYMOUTH TWP PD PLYMOUTH,PA,PLYMOUTH
18736,PA0403700,SHICKSHINNY,PA,SHICKSHINNY
18737,PA0403800,WHITE HAVEN PD,PA,WHITE HAVEN
18738,PA0403900,WRIGHT TWP PD MOUNTAIN TOP,PA,MOUNTAIN TOP
18739,PA0404000,HARVEYS LAKE PD,PA,HARVEYS LAKE
18740,PA0404100,JACKSON TWP PD SHAVERTOWN,PA,SHAVERTOWN
18741,PA0404300,PRINGLE POLICE DEPARTMENT PRINGEL,PA,WILKES BARRE
18742,PA0404400,EXETER TWP PD PITTSTON,PA,PITTSTON
18743,PA0404500,JENKINS TOWNSHIP POLICE DEPARTMENT JENKINS TWP,PA,JENKINS
18744,PA0404700,SALEM TWP PD BERWICK,PA,BERWICK
18745,PA0404900,PITTSTON TWP PD PITTSTON,PA,PITTSTON
18746,PA0405000,DALLAS TWP PD DALLAS,PA,DALLAS
18747,PA0405100,KINGSTON TWP PD TRUCKSVILLE,PA,SHAVERTOWN
18748,PA0405500,COUNTY DETECTIVE: LUZERNE COUNTY,PA,WILKES BARRE
18749,PA0405600,BUTLER TWP PD DRUMS,PA,DRUMS
18750,PA0405700,RICE TWP PD MOUNTAIN TOP,PA,MOUNTAIN TOP
18751,PA0406000,SUGARLOAF TOWNSHIP PD SYERTSVILLE,PA,SYBERTSVILLE
18752,PA0406100,COURTDALE BOROUGH POLICE DEPARTMENT COURTDALE,PA,COURTDALE
18753,PA0406200,LAFLIN BORO PD WILKES-BARRE,PA,LAFLIN
18754,PA0406300,CONYNGHAM TWP MOCANAQUA,PA,MOCANAQUA
18755,PA0406500,HUGHESTOWN POLICE DEPARTMENT HUGHESTOWN,PA,HUGHESTOWN
18756,PA0407100,PENN STATE U HAZLETON CAMPUS PD HAZLETON,PA,HAZELTON
18757,PA0407200,,PA,LEHMAN
18758,PA0407500,SPR: FRANCES SLOCUM,PA,WYOMING
18759,PA0407800,WILKES BARRE AREA SCHOOL DISTRICT POLICE,PA,WILKES BARRE
18760,PA0407900,WYOMING AREA SCHOOL DIST,PA,EXETER
18761,PA040859E,,PA,
18762,PA040BF00,BF: LUZERNE COUNTY,PA,HARRISBURG
18763,PA040DE00,BN: LUZERNE COUNTY,PA,HARRISBURG
18764,PA040SP00,SP: LUZERNE COUNTY,PA,PA
18765,PA0410000,LYCOMING CO SO WILLIAMSPORT,PA,WILLIAMSPORT
18766,PA0410100,JERSEY SHORE PD JERSEY SHORE,PA,JERSEY SHORE
18767,PA0410200,MONTOURSVILLE PD,PA,MONTOURSVILLE
18768,PA0410300,MUNCY PD,PA,MUNCY
18769,PA0410400,SOUTH WILLIAMSPORT PD,PA,WILLIAMSPORT
18770,PA0410500,WILLIAMSPORT PD,PA,WILLIAMSPORT
18771,PA0410600,CLINTON TWP PD MONTGOMERY,PA,MONTGOMERY
18772,PA0410700,PENN COLLEGE POLICE,PA,
18773,PA0410800,HUGHESVILLE PD,PA,HUGHESVILLE
18774,PA0410900,MONTGOMERY PD,PA,MONTGOMERY
18775,PA0411000,DUBOISTOWN POLICE DEPARTMENT DUBOISTOWN,PA,DUBOISTOWN
18776,PA0411500,OLD LYCOMING TOWNSHIP PD WILLIAMSPORT,PA,WILLIAMSPORT
18777,PA0411700,MUNCY TOWNSHIP,PA,PENNSDALE
18778,PA0411800,PORTER TOWNSHIP PD JERSEY SHORE,PA,JERSEY SHORE
18779,PA0412100,,PA,WATERVILLE
18780,PA041BF00,BF: LYCOMING COUNTY,PA,HARRISBURG
18781,PA041DE00,BN: LYCOMING COUNTY,PA,HARRISBURG
18782,PA041SP00,SP: LYCOMING COUNTY,PA,MONTOURSVILLE
18783,PA0420000,MCKEAN CO SO SMETHPORT,PA,SMETHPORT
18784,PA0420100,BRADFORD PD,PA,BRADFORD
18785,PA0420200,KANE PD,PA,KANE
18786,PA0420300,PORT ALLEGANY PD,PA,PORT ALLEGHANY
18787,PA0420400,BRADFORD TWP PD BRADFORD,PA,BRADFORD
18788,PA0420500,FOSTER TWP PD BRADFORD,PA,BRADFORD
18789,PA0420600,MOUNT JEWETT PD,PA,MOUNT JEWETT
18790,PA0420700,OTTO ELDRED REGIONAL,PA,ELDRED
18791,PA0420800,SMETHPORT PD,PA,SMETHPORT
18792,PA0421100,COUNTY DET: MCKEAN CNTY,PA,SMETHPORT
18793,PA0421200,LEWIS RUN BOROUGH PD LEWIS RUN,PA,LEWIS RUN
18794,PA0421500,UNIV OF PITTSBURGH BRADFORD CAMPUS PD BRADFORD,PA,BRADFORD
18795,PA042BF00,BF: MCKEAN COUNTY,PA,HARRISBURG
18796,PA042DE00,BN: MCKEAN COUNTY,PA,HARRISBURG
18797,PA042SP00,SP: MCKEAN COUNTY,PA,KANE
18798,PA0430000,MERCER CO SO MERCER,PA,MERCER
18799,PA0430100,SOUTHWEST MERCER COUNTY REGIONAL PD FARRELL,PA,FARRELL
18800,PA0430200,GREENVILLE PD,PA,GREENVILLE
18801,PA0430300,GROVE CITY PD,PA,GROVE CITY
18802,PA0430400,HERMITAGE PD HERMITAGE,PA,HERMITAGE
18803,PA0430500,MERCER PD,PA,MERCER
18804,PA0430600,SHARON PD,PA,SHARON
18805,PA0430700,SHARPSVILLE PD,PA,SHARPSVILLE
18806,PA0430800,PYMATUNING TWP PD TRANSFER,PA,TRANSFER
18807,PA0430900,HEMPFIELD TWP PD GREENVILLE,PA,GREENVILLE
18808,PA0431000,SANDY LAKE PD,PA,SANDY LAKE
18809,PA0431100,SHENANGO TWP PD WEST MIDDLESEX,PA,WEST MIDDLESEX
18810,PA0431200,WHEATLAND PD,PA,FARRELL
18811,PA0431300,WEST MIDDLESEX PD,PA,FARRELL
18812,PA0431400,STONEBORO PD,PA,STONEBORO
18813,PA0431500,JEFFERSON TOWNSHIP POLICE DEPARTMENT,PA,MERCER
18814,PA0431800,CLARK PD,PA,CLARK
18815,PA0432000,GREENE TOWNSHIP PD JAMESTOWN,PA,JAMESTOWN
18816,PA0432100,JAMESTOWN PD,PA,JAMESTOWN
18817,PA0432200,WEST SALEM TOWNSHIP PD GREENVILLE,PA,GREENVILLE
18818,PA0432400,SOUTH PYMATUNING TWP PD SHARPSVILLE,PA,SHARPSVILLE
18819,PA0432600,SPR: MAURICE K. GODDARD,PA,SANDY LAKE
18820,PA0432800,,PA,FARRELL
18821,PA043BF00,BF: MERCER COUNTY,PA,HARRISBURG
18822,PA043DE00,BN: MERCER COUNTY,PA,HARRISBURG
18823,PA043SP00,SP: MERCER COUNTY,PA,MERCER
18824,PA0440000,MIFFLIN CO SO LEWISTOWN,PA,LEWISTOWN
18825,PA0440100,MIFFLIN COUNTY REGIONAL POLICE DEPARTMENT,PA,LEWISTOWN
18826,PA0440200,BURNHAM PD BURNHAM,PA,BURNHAM
18827,PA0440300,DERRY TWP PD,PA,YEAGERTOWN
18828,PA0440600,ARMAGH TWP PD MILROY,PA,MILROY
18829,PA0440700,GRANVILLE TWP PD GRANVILLE,PA,LEWISTOWN
18830,PA0440900,UNION TWP PD BELLVILLE,PA,BELLEVILLE
18831,PA0441100,,PA,MILROY
18832,PA0441200,LEWISTOWN,PA,LEWISTOWN
18833,PA044BF00,BF: MIFFLIN COUNTY,PA,HARRISBURG
18834,PA044DE00,BN: MIFFLIN COUNTY,PA,HARRISBURG
18835,PA044SP00,SP: MIFFLIN COUNTY,PA,LEWISTOWN
18836,PA0450000,SHERIFF'S OFFICE STROUDSBURG,PA,STROUDSBURG
18837,PA0450100,DELAWARE WATER GAP PD,PA,DELAWARE WATER GAP
18838,PA0450200,EAST STROUDSBURG PD,PA,EAST STROUDSBURG
18839,PA0450300,STROUDSBURG PD,PA,STROUDSBURG
18840,PA0450400,BARRETT TWP PD CANADENSIS,PA,CRESCO
18841,PA0450500,COOLBAUGH TWP PD TOBYHANNA,PA,POCONO PINES
18842,PA0450600,MOUNT POCONO PD,PA,MOUNT POCONO
18843,PA0450700,POCONO TWP PD TANNERSVILLE,PA,TANNERSVILLE
18844,PA0450800,STROUD AREA REGIONAL POLICE DEPARTMENT,PA,STROUDSBURG
18845,PA0450900,POCONO MOUNTAIN REGIONAL POLICE DEPARTMENT,PA,POCONO SUMMIT
18846,PA0451000,COUNTY DET: MONROE CNTY,PA,STOUDSBURG
18847,PA0451100,E STROUDSBURG UNIV CAMPUS PD E STROUDSBURG,PA,E STROUDSBURG
18848,PA0451200,SPR: TOBYHANNA,PA,TOBYHANNA
18849,PA0451300,TUNKHANNOCK TOWNSHIP PD LONG POND,PA,POCONO PINES
18850,PA045BF00,BF: MONROE COUNTY,PA,HARRISBURG
18851,PA045DE00,BN: MONROE COUNTY,PA,HARRISBURG
18852,PA045SP00,SP: MONROE COUNTY,PA,SWIFTWATER
18853,PA0460000,MONTGOMERY CO SO NORRISTOWN,PA,NORRISTOWN
18854,PA0460100,ABINGTON TWP PD ABINGTON,PA,ABINGTON
18855,PA0460200,AMBLER PD,PA,AMBLER
18856,PA0460300,BRIDGEPORT PD,PA,BRIDGEPORT
18857,PA0460400,BRYN ATHYN PD,PA,BRYN ATHYN
18858,PA0460500,CHELTENHAM TWP PD ELKINS PARK,PA,ELKINS PARK
18859,PA0460600,COLLEGEVILLE PD,PA,COLLEGEVILLE
18860,PA0460700,CONSHOHOCKEN PD,PA,CONSHOHOCKEN
18861,PA0460800,EAST NORRITON TWP PD EAST NORRITON,PA,NORRISTON
18862,PA0460900,HATBORO PD,PA,HATBORO
18863,PA0461000,HORSHAM TWP PD HORSHAM,PA,HORSHAM
18864,PA0461100,JENKINTOWN PD,PA,JENKINTOWN
18865,PA0461200,LANSDALE PD,PA,LANSDALE
18866,PA0461300,LOWER GWYNEDD TWP POLICE DEPT SPRING HOUSE,PA,SPRING HOUSE
18867,PA0461400,LOWER MERION TWP PD ARDMORE,PA,ARDMORE
18868,PA0461500,LOWER MORELAND TWP PD HUNTINGDON VALLEY,PA,HUNTINGDON VALLEY
18869,PA0461600,LOWER POTTSGROVE TWP PD SANATOGA,PA,POTTSTOWN
18870,PA0461700,LOWER PROVIDENCE TWP PD EAGLEVILLE,PA,EAGLEVILLE
18871,PA0461800,MONTGOMERY TWP PD MONTGOMERYVILLE,PA,MONTGOMERYVILLE
18872,PA0461900,NORRISTOWN PD,PA,NORRISTOWN
18873,PA0462000,NORTH WALES PD,PA,NORTH WALES
18874,PA0462100,PLYMOUTH TWP PD PLYMOUTH MEETING,PA,NORRISTOWN
18875,PA0462200,POTTSTOWN PD,PA,POTTSTOWN
18876,PA0462300,SPRINGFIELD TWP PD PHILADELPHIA,PA,WYNDMOOR
18877,PA0462400,ROCKLEDGE POLICE DEPARTMENT ROCKLEDGE,PA,JENKINTOWN
18878,PA0462500,ROYERSFORD PD,PA,ROYERSFORD
18879,PA0462600,SOUDERTON PD,PA,SOUDERTON
18880,PA0462700,UPPER DUBLIN TWP PD FORT WASHINGTON,PA,FORT WASHINGTON
18881,PA0462800,UPPER GWYNEDD TWP POLICE DEPT WEST POINT,PA,WEST POINT
18882,PA0462900,UPPER MERION TWP PD KING OF PRUSSIA,PA,KING OF PRUSSIA
18883,PA0463000,UPPER MORELAND TWP PD WILLOW GROVE,PA,WILLOW GROVE
18884,PA0463100,WEST NORRITON TWP PD NORRISTOWN,PA,NORRISTOWN
18885,PA0463200,WHITEMARSH TWP PD LAFAYETTE HILL,PA,LAFAYETTE HILL
18886,PA0463300,WHITPAIN TWP PO BLUE BELL,PA,BLUE BELL
18887,PA0463500,NARBERTH PD,PA,NARBERTH
18888,PA0463600,WEST CONSHOHOCKEN PD,PA,CONSHOHOCKEN
18889,PA0463700,TELFORD PD,PA,TELFORD
18890,PA0463800,UPPER PROVIDENCE TWP PD OAKS,PA,OAKS
18891,PA0463900,SPR: EVANSBURG,PA,COLLEGEVILLE
18892,PA0464000,HATFIELD PD,PA,HATFIELD
18893,PA0464100,HATFIELD TWP PD HATFIELD,PA,HATFIELD
18894,PA0464200,LOWER FREDERICK TWP PD ZIEGLERVILLE,PA,ZIEGLERSVILLE
18895,PA0464300,LOWER SALFORD TWP PD HARLEYSVILLE,PA,HARLEYSVILLE
18896,PA0464400,RED HILL PD,PA,RED HILL BORO
18897,PA0464600,UPPER POTTSGROVE TWP PD POTTSTOWN,PA,POTTSTOWN
18898,PA0464700,VALLEY FORGE ST PARK PD VALLEY FORGE,PA,VALLEY FORGE
18899,PA0464800,WEST POTTSGROVE TWP PD STOWE,PA,POTTSTOWN
18900,PA0464900,DOUGLASS TWP PD GILBERTSVILLE,PA,GILBERTSVILLE
18901,PA0465100,FRANCONIA TWP PD FRANCONIA,PA,FRANCONIA
18902,PA0465200,COUNTY DETECTIVES OFFICE NORRISTOWN,PA,NORRISTOWN
18903,PA0465300,LIMERICK TWP PD LIMERICK,PA,LIMERICK
18904,PA0465400,NEW HANOVER TWP PD GILBERTSVILLE,PA,GILBERTSVILLE
18905,PA0465500,PERKIOMEN TOWNSHIP PD SCHWENKSVILLE,PA,GRATERFORD
18906,PA0465600,SPR: FORT WASHINGTON,PA,FORT WASHINGTON
18907,PA0465700,MARLBOROUGH TWP PD GREEN LANE,PA,GREEN LANE
18908,PA0465800,UPPER HANOVER TWP PD EAST GREENVILLE,PA,PALM
18909,PA0465900,TOWAMENCIN TOWNSHIP POLICE DEPART KULPSVILLE,PA,KULTSVILLE
18910,PA0466000,EAST GREENVILLE-PENNSBURG AREA PD PENNSBURG,PA,
18911,PA0466200,,PA,
18912,PA0466900,,PA,
18913,PA046BF00,BF: MONTGOMERY COUNTY,PA,HARRISBURG
18914,PA046DE00,BN: MONTGOMERY COUNTY,PA,HARRISBURG
18915,PA046SP00,SP: SKIPPACK,PA,SCHWENKSVILLE
18916,PA0470000,MONTOUR CO SO DANVILLE,PA,DANVILLE
18917,PA0470100,DANVILLE PD,PA,DANVILLE
18918,PA0470200,MAHONING TWP PD DANVILLE,PA,DANVILLE
18919,PA0470300,COUNTY DET: MONTOUR CNTY,PA,DANVILLE
18920,PA047BF00,BF: MONTOUR COUNTY,PA,HARRISBURG
18921,PA047DE00,BN: MONTOUR COUNTY,PA,HARRISBURG
18922,PA047SP00,SP: MONTOUR COUNTY,PA,PA
18923,PA0480000,NORTHAMPTON CO SO EASTON,PA,EASTON
18924,PA0480100,BANGOR PD,PA,BANGOR
18925,PA0480200,COLONIAL REGIONAL PD,PA,BATH
18926,PA0480300,BETHLEHEM PD,PA,BETHLEHEM
18927,PA0480400,EASTON PD,PA,EASTON
18928,PA0480500,HELLERTOWN PD,PA,HELLERTOWN
18929,PA0480600,LEHIGH TWP PD WALNUTPORT,PA,WALNUTPORT
18930,PA0480700,NAZARETH PD,PA,NAZARETH
18931,PA0480800,NORTHAMPTON PD,PA,NORTHAMPTON
18932,PA0480900,PALMER TWP PD EASTON,PA,PALMER
18933,PA0481000,WILSON BORO PD EASTON,PA,EASTON
18934,PA0481100,PEN ARGYL PD,PA,PEN ARGYL
18935,PA0481200,BETHLEHEM TWP PD BETHLEHEM,PA,BETHLEHEM
18936,PA0481300,BUSHKILL TWP PD NAZARETH,PA,NAZARETH
18937,PA0481400,EAST BANGOR PD,PA,EAST BANGOR
18938,PA0481500,FORKS TWP PD EASTON,PA,EASTON
18939,PA0481600,LOWER MT BETHEL TWP PD BANGOR,PA,MARTINS CREEK
18940,PA0481700,LOWER SAUCON TWP PD BETHLEHEM,PA,BETHLEHEM
18941,PA0481800,MOORE TWP PD BATH,PA,BATH
18942,PA0481900,NORTH CATASAUQUA PD CATASAUQUA,PA,NORTH CATASAUQUA
18943,PA0482000,PLAINFIELD TWP PD NAZARETH,PA,NAZARETH
18944,PA0482100,PORTLAND,PA,PORTLAND
18945,PA0482200,ROSETO PD BANGOR,PA,ROSETO
18946,PA0482300,TATAMY PD,PA,TATAMY
18947,PA0482400,UPPER MT BETHEL TWP PD MT BETHEL,PA,MOUNT BETHEL
18948,PA0482500,WASHINGTON TWP PD BANGOR,PA,BANGOR
18949,PA0482600,WINDGAP PD,PA,WIND GAP
18950,PA0482800,WALNUTPORT PD,PA,WALNUTPORT
18951,PA0483100,FREEMANSBURG PD,PA,FREEMANSBURG
18952,PA0483200,UPPER NAZARETH TOWNSHIP PD NAZARETH,PA,NAZARETH
18953,PA0483400,STOCKERTOWN PD,PA,STOCKERTOWN
18954,PA048359E,LEHIGH UNIVERSITY CAMPUS PD BETHLEHEM,PA,
18955,PA048369E,MORAVIAN COLLEGE POLICE DEPARTMENT NORTHAMPTON,PA,
18956,PA0483700,BANGOR AREA SCHOOL DIST PD,PA,BANGOR
18957,PA0483800,,PA,WIND GAP
18958,PA0484100,EASTON AREA SCHOOL DIST POLICE DEPT,PA,EASTON
18959,PA0484800,,PA,PEN ARGYL
18960,PA048BF00,BF: NORTHAMPTON COUNTY,PA,HARRISBURG
18961,PA048DE00,BN: NORTHAMPTON COUNTY,PA,HARRISBURG
18962,PA048SP00,SP: NORTHAMPTON COUNTY,PA,PA
18963,PA0490000,NORTHUMBERLAND CO SO SUNBURY,PA,SUNBURY
18964,PA0490100,MILTON PD,PA,MILTON
18965,PA0490200,MOUNT CARMEL PD,PA,MOUNT CARMEL
18966,PA0490300,NORTHUMBERLAND PD,PA,NORTHUMBERLAND
18967,PA0490400,SHAMOKIN PD,PA,SHAMOKIN
18968,PA0490500,SUNBURY PD,PA,SUNBURY
18969,PA0490600,COAL TWP PD SHAMOKIN,PA,SHAMOKIN
18970,PA0490700,KULPMONT PD,PA,KULPMONT
18971,PA0490800,NORTH CATASAUQUA,PA,
18972,PA0490900,ZERBE TWP PD TREVORTON,PA,TREVERTON
18973,PA0491000,LOWER SAUCON TWP,PA,
18974,PA0491200,RALPHO TWP PD ELYSBURG,PA,ELYSBURG
18975,PA0491300,RIVERSIDE PD,PA,RIVERSIDE
18976,PA0491400,WATSONTOWN PD,PA,WATSONTOWN
18977,PA0491600,POINT TWP PD NORTHUMBERLAND,PA,NORTHUMBERLAND
18978,PA0491800,MOUNT CARMEL TWP PD ATLAS,PA,ATLAS
18979,PA0491900,LOWER MAHANOY TOWNSHIP,PA,DALMATIA
18980,PA0492100,,PA,SUNBURY
18981,PA0495900,TOWAMENCIN TWSP,PA,
18982,PA049BF00,BF: NORTHUMBERLAND CNTY,PA,HARRISBURG
18983,PA049DE00,BN: NORTHUMBERLAND CNTY,PA,HARRISBURG
18984,PA049SP00,SP: NORTHUMBERLAND CNTY,PA,PA
18985,PA04BCI0X,SP BCI: BEAVER COUNTY,PA,
18986,PA0500000,PERRY CO SO NEW BLOOMFIELD,PA,NEW BLOOMFIELD
18987,PA0500100,MARYSVILLE PD,PA,MARYSVILLE
18988,PA0500200,DUNCANNON PD,PA,DUNCANNON
18989,PA0500300,NEWPORT PD,PA,NEWPORT
18990,PA0500400,RYE TWP PD MARYSVILLE,PA,MARYSVILLE
18991,PA0501100,PENN TWP PD DUNCANNON,PA,DUNCANNON
18992,PA0501400,OLIVER TOWNSHIP POLICE DEPARTMENT NEWPORT,PA,NEWPORT
18993,PA0501500,SPR: LITTLE BUFFALO,PA,NEWPORT
18994,PA050BF00,BF: PERRY COUNTY,PA,HARRISBURG
18995,PA050DE00,BN: PERRY COUNTY,PA,HARRISBURG
18996,PA050SP00,SP: PERRY COUNTY,PA,NEWPORT
18997,PA0510000,PHILADELPHIA CO SO PHILADELPHIA,PA,PHILADELPHIA
18998,PA0510100,FAIRMOUNT PARK PD,PA,PHILADELPHIA
18999,PA0510400,,PA,
19000,PA0510700,SOUTHEASTERN PA TRANSPORTATION AUTHORITY PD,PA,
19001,PA051121J,FIRST JUDICIAL DISTRICT OF PENNSYLVANIA,PA,
19002,PA0511300,PHILADELPHIA HOUSING AUTHORITY PD,PA,
19003,PA0512600,SPR: BEN RUSH,PA,FORT WASHINGTON
19004,PA051BF00,BF: PHILADELPHIA COUNTY,PA,HARRISBURG
19005,PA051DE00,BN: PHILADELPHIA COUNTY,PA,HARRISBURG
19006,PA051SP00,SP: PHILADELPHIA COUNTY,PA,PHILADELPHIA
19007,PA0520000,PIKE CO SO MILFORD,PA,MILFORD
19008,PA0520100,MATAMORAS PD,PA,MATAMORAS
19009,PA0520200,MILFORD PD,PA,MILFORD
19010,PA0520300,CO DETECTIVE BU MILFORD,PA,MILFORD
19011,PA0520400,EASTERN PIKE REGIONAL PD MATAMORAS,PA,MATAMORAS
19012,PA0520500,MILFORD TWNSHP PD MILFORD,PA,MILFORD
19013,PA0520600,SHOHOLA TOWNSHIP POLICE DEPARTMENT SHOHOLA,PA,SHOHOLA
19014,PA0520700,SPR: PROMISED LAND,PA,GREENTOWN
19015,PA052BF00,BF: PIKE COUNTY,PA,HARRISBURG
19016,PA052DE00,BN: PIKE COUNTY,PA,HARRISBURG
19017,PA052SP00,SP: PIKE COUNTY,PA,HAWLEY
19018,PA0530000,POTTER CO SO COUDERSPORT,PA,COUDERSPORT
19019,PA0530100,COUDERSPORT PD,PA,COUDERSPORT
19020,PA0530200,GALETON PD,PA,GALETON
19021,PA0530300,ROULETTE TWP PD ROULETTE,PA,ROULETTE
19022,PA0530400,SHINGLEHOUSE PD,PA,SHINGLEHOUSE
19023,PA0530600,AUSTIN POLICE DEPARTMENT,PA,AUSTIN
19024,PA0531300,SWEDEN TOWNSHIP POLICE DEPARTMENT,PA,COUDERSPORT
19025,PA0531400,,PA,CROSS FORK
19026,PA0531500,,PA,GALETON
19027,PA053BF00,BF: POTTER COUNTY,PA,HARRISBURG
19028,PA053DE00,BN: POTTER COUNTY,PA,HARRISBURG
19029,PA053SP00,SP: POTTER COUNTY,PA,COUDERSPORT
19030,PA0540000,SCHUYLKILL CO SO POTTSVILLE,PA,POTTSVILLE
19031,PA0540100,CRESSONA PD,PA,CRESSONA
19032,PA0540200,FRACKVILLE PD,PA,FRACKVILLE
19033,PA0540300,GIRARDVILLE,PA,GIRARDVILLE
19034,PA0540400,MC ADOO PD,PA,MCADOO
19035,PA0540500,MAHANOY CITY PD,PA,MAHANOY CITY
19036,PA0540600,MINERSVILLE PD,PA,MINERSVILLE
19037,PA0540700,POTTSVILLE PD,PA,POTTSVILLE
19038,PA0540800,SAINT CLAIR PD,PA,ST CLAIR
19039,PA0540900,SCHUYLKILL HAVEN PD,PA,SCHUYLKILL HAVEN
19040,PA0541000,SHENANDOAH PD,PA,SHENANDOAH
19041,PA0541100,TAMAQUA PD,PA,TAMAQUA
19042,PA0541200,ASHLAND PD,PA,ASHLAND
19043,PA0541300,COALDALE PD,PA,COALDALE
19044,PA0541400,GILBERTON PD,PA,GILBERTON
19045,PA0541500,HEGINS TWP PD VALLEY VIEW,PA,VALLEY VIEW
19046,PA0541600,NEW PHILADELPHIA PD,PA,NEW PHILADELPHIA
19047,PA0541700,PORT CARBON PD,PA,PORT CARBON
19048,PA0541800,DELANO TOWNSHIP,PA,DELANO
19049,PA0541900,GORDON PD,PA,GORDON
19050,PA0542000,MAHANOY TWP PD MAHANOY CITY,PA,MAHANOY CITY
19051,PA0542100,MECHANICSVILLE POTTSVILLE,PA,POTTSVILLE
19052,PA0542200,ORWIGSBURG PD,PA,ORWIGSBURG
19053,PA0542300,PALO ALTO PD POTTSVILLE,PA,POTTSVILLE
19054,PA0542400,PINE GROVE PD,PA,PINE GROVE
19055,PA0542600,RINGTOWN PD,PA,RINGTOWN
19056,PA0542700,SCHUYLKILL TWP PD MARY D,PA,BROCKTON
19057,PA0542800,TOWER CITY,PA,TOWER CITY
19058,PA0542900,TREMONT PD,PA,TREMONT
19059,PA0543000,UNION TWP PD RINGTOWN,PA,RINGTOWN
19060,PA0543100,BUTLER TWP PD FOUNTAIN SPRINGS,PA,ASHLAND
19061,PA0543200,CASS TWP POTTSVILLE,PA,MINERSVILLE
19062,PA0543400,RYAN TWP PD BARNESVILLE,PA,BARNESVILLE
19063,PA0543500,CO DETECTIVE BU POTTSVILLE,PA,POTTSVILLE
19064,PA0543600,RUSH TWP PD TAMAQUA,PA,TAMAQUA
19065,PA0543700,WEST MAHANOY TWP PD SHENANDOAH,PA,SHENANDOAH
19066,PA0543800,KLINE TOWNSHIP PD KELAYRES,PA,KELAYRES
19067,PA0543900,AUBURN BOROUGH PD AUBURN,PA,AUBURN
19068,PA0544000,HUBLEY TOWNSHIP PD SACRAMENTO,PA,SACREMENTO
19069,PA0544100,NORWEIGIAN TWP PD MAR LIN,PA,MAR-LIN
19070,PA0544200,NORTH UNION TOWNSHIP PD NURENBERG,PA,NURENBERG
19071,PA0544300,WEST PENN TWP PD NEW RINGGOLD,PA,NEW RINGGOLD
19072,PA0544500,WALKER TWP PD TAMAQUA,PA,TAMAQUA
19073,PA0544700,BRANCH TWP PD LLEWELLYN,PA,LLEWLLYN
19074,PA0544800,NEW CASTLE TWP PD ST CLAIR,PA,ST. CLAIR
19075,PA0544900,BLYTHE TWP PD CUMBOLA,PA,CUMBOLA
19076,PA0545000,REILLY TWP PD BRANCHDALE,PA,BRANCHDALE
19077,PA0545100,EAST NORWEGIAN TWP PD POTTSVILLE,PA,POTTSVILLE
19078,PA0545200,PA ST UNIV: SCHUYLKILL,PA,SCHUYLKILL HAVEN
19079,PA0545300,EAST UNION TOWNSHIP POLICE DEPARTMENT SHEPPTON,PA,SHEPTON
19080,PA0545400,SPR: TUSCARORA,PA,18214
19081,PA0545700,FOSTER TOWNSHIP,PA,POTTSVILLE
19082,PA054BF00,BF: SCHUYLKILL COUNTY,PA,HARRISBURG
19083,PA054DE00,BN: SCHUYLKILL COUNTY,PA,HARRISBURG
19084,PA054SP00,SP: SCHUYLKILL COUNTY,PA,POTTSVILLE
19085,PA0550000,SNYDER CO SO MIDDLEBURG,PA,MIDDLEBURG
19086,PA0550100,SELINSGROVE PD,PA,SELINSGROVE
19087,PA0550200,MIDDLEBURG PD,PA,MIDDLEBURG
19088,PA0550300,SHAMOKIN DAM PD,PA,SHAMOKIN DAM
19089,PA0550700,SPRING TOWNSHIP PD BEAVER SPRINGS,PA,BEAVER SPRINGS
19090,PA055BF00,BF: SNYDER COUNTY,PA,HARRISBURG
